Year,Round,Circuit,Driver,Team,SubSession,LapTime_s,GridPosition,Sector1_s,Sector2_s,Sector3_s,TyreLife,Compound,FreshTyre,SpeedI1,SpeedI2,SpeedFL,SpeedST,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,SubSession_ord,Wet
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,NOR,McLaren,Q2,90.787,3.0,23.954,27.257,39.576,2.0,SOFT,True,284.0,278.0,273.0,328.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,VER,Red Bull Racing,Q2,91.142,4.0,24.168,27.318,39.656,2.0,SOFT,True,285.0,278.0,274.0,339.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,PIA,McLaren,Q2,91.2,1.0,24.219,27.341,39.64,2.0,SOFT,True,285.0,279.0,271.0,328.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,HAD,Racing Bulls,Q2,91.253,7.0,24.127,27.254,39.872,2.0,SOFT,True,285.0,278.0,271.0,330.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,TSU,Racing Bulls,Q2,91.26,9.0,24.171,27.269,39.82,2.0,SOFT,True,285.0,279.0,273.0,331.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,RUS,Mercedes,Q2,91.307,2.0,24.264,27.412,39.631,5.0,SOFT,False,286.0,280.0,274.0,338.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,LEC,Ferrari,Q2,91.45,6.0,24.205,27.415,39.83,2.0,SOFT,True,288.0,281.0,269.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,HAM,Ferrari,Q2,91.501,5.0,24.304,27.252,39.945,2.0,SOFT,True,287.0,280.0,269.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,ANT,Mercedes,Q2,91.59,8.0,24.271,27.63,39.689,5.0,SOFT,False,287.0,280.0,272.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,ALB,Williams,Q2,91.595,10.0,24.174,27.498,39.923,2.0,SOFT,True,286.0,279.0,273.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,OCO,Haas F1 Team,Q2,91.625,11.0,24.246,27.489,39.89,2.0,SOFT,True,286.0,279.0,271.0,326.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,HUL,Kick Sauber,Q2,91.632,12.0,24.256,27.481,39.895,2.0,SOFT,True,285.0,279.0,270.0,333.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,ALO,Aston Martin,Q2,91.688,13.0,24.067,27.56,40.061,2.0,SOFT,True,282.0,276.0,268.0,328.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,STR,Aston Martin,Q2,91.773,14.0,24.267,27.391,40.115,2.0,SOFT,True,284.0,278.0,269.0,326.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,SAI,Williams,Q2,91.84,15.0,24.231,27.5,40.109,2.0,SOFT,True,284.0,279.0,268.0,333.0,26.1,38.7,14.0,1015.1,2.3,0.0,2,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,PIA,McLaren,Q3,90.641,1.0,23.996,27.227,39.418,2.0,SOFT,True,284.0,278.0,272.0,329.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,RUS,Mercedes,Q3,90.723,2.0,24.068,27.221,39.434,2.0,SOFT,True,286.0,280.0,272.0,334.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,NOR,McLaren,Q3,90.793,3.0,24.03,27.328,39.435,2.0,SOFT,True,283.0,278.0,272.0,327.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,VER,Red Bull Racing,Q3,90.817,4.0,23.945,27.313,39.559,2.0,SOFT,True,286.0,278.0,272.0,334.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,HAM,Ferrari,Q3,90.927,5.0,24.148,27.175,39.604,2.0,SOFT,True,287.0,281.0,270.0,330.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,LEC,Ferrari,Q3,91.021,6.0,24.094,27.355,39.572,2.0,SOFT,True,286.0,281.0,272.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,HAD,Racing Bulls,Q3,91.079,7.0,24.16,27.213,39.706,2.0,SOFT,True,284.0,277.0,270.0,331.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,ANT,Mercedes,Q3,91.103,8.0,24.176,27.301,39.626,2.0,SOFT,True,285.0,280.0,271.0,333.0,26.1,38.7,14.0,1015.1,2.3,0.0,3,0
